143246,0,0,0,0,0,0,0,0,0
0,17017,0,12934,139804,0,95666,0,185,120858
0,2623,15146,6405,30752,105088,36229,0,2143,66049
0,0,0,0,0,0,7428,1825,0,21871
0,0,0,53388,29276,0,0,6446,0,113053
0,0,0,0,0,0,0,0,0,0
0,38464,74609,26176,94837,67558,146310,27966,14688,133761
