297930,0,0,0,0,0,0,0,0,0
0,169445,0,65157,295826,0,291819,0,6531,290688
0,28846,132447,49035,193258,287839,207293,0,62781,253978
0,0,0,0,0,0,127896,52557,0,202934
0,0,0,127006,222171,0,0,176180,0,278952
0,0,0,0,0,0,0,0,0,0
0,224633,277855,79328,278784,266605,300136,222020,194027,291975
