390973,0,0,0,0,0,0,0,0,0
0,149823,0,63024,388088,0,369397,0,4134,376703
0,23191,115239,42358,196396,369421,216449,0,46092,297646
0,0,0,0,0,0,84041,28132,0,209863
0,0,0,159454,218591,0,0,127645,0,361990
0,0,0,0,0,0,0,0,0,0
0,237190,338002,98544,340327,315314,392565,221540,185108,380148
